text,category,sentiment,rawsentenceIdx
디너는 특히 약 3주 전에 예약하고 가니깐 굉장히 만족스러운 자리 프라이빗하고 안락한 반 룸 형태의 자리 로 안내되었다,체크,1,988
당시 뉴스에서 고급 호텔 청소 문제가 한창 보도되었을 때인데 때문에 더 꼼꼼하게 청결에 눈이 갈 수밖에 없었다,체크,0,988
체크인 할 때에도 손님 구성을 배려해서 선호할 만한 룸을 배정해주는 것이 느껴졌고 세심하게 서비스를 구성한다는 느낌이 들어 흥미로웠다,체크,1,988
비오는 날 남산이 예쁘게 보이는 뷰로 배정되었다,체크,1,988
다음날 체크아웃 할 때에도 빠르고 신속하 게 체크아웃이 진행될 수 있었다,체크,1,988
4 실외 풀을 못 이용해봐서 아쉬웠다,체크,0,988
룸 창문에 외부 풀이 보이는 뷰로 룸이 배정되었는데 다음에는 이용해보고 싶다는 생각이 들었다,체크,1,988
성수기라 사람이 많아 체크인부터 대기를 했지만 프론트의 친절함에 지루함이 사라졌다,체크,0,990
피트니스 센터도 잘 되어 있고 수영장도 마음에 들었습니다,체크,1,991
요즘 겉 모습만 화려한 호텔은 많이 생겼지만 근본적인 부분에서는 아쉬운 곳이 많은데 그런 면에서 신라호텔은 호텔 서비스의 기본이 되어 있는 곳입니다,체크,1,994
좋은 서비스 깨끗한 룸 멋진 경관 한옥 건물 등에 있어 5성급 호텔임에 분명하지만 주차 문제 등은 조금 해결이 필요합니다,체크,1,995
객실 업그레이드 해주셔서 잘 놀다 왔어요,체크,1,997
서비스 좋고 어 메니티 좋고 위생 상태 좋고 음식 맛있고 흡연실이 주차장 쪽으로 나가야 해서 좀 불편했아요,체크,1,997
성수기여서 체크인 때 오래 기다렸어요,체크,0,998
줄 서 있다가 라운지로 옮겨 체크인했어요,체크,0,998
수영장 선 베드도 수영장 근처엔 이 미 만석이였어요,체크,1,998
자리 중요하시면 체크인 후 서둘러 내려가세요,체크,0,998
수영장엔 사람 많았지만 직원들도 많아서 잘 케어 되는 것 같았고 하루 종일 줄 겁게 놀았네요,체크,1,998
체크아웃도 시간 좀 걸렸어요,체크,0,998
주차장이 멀었던 거 빼곤 좋았습니다,체크,0,999
객실에 이상이 있어 말씀드렸더니 바로 보상해주시고 객실도 옮겨주셨어요,체크,1,1002
작은 불편사항이었지만 한 10분 만에 모두 처리해주신 것 같아요,체크,1,1002
그러나 리뉴얼 이후 현대적으로 개조됐으며 발뮤다 공기청정기 삼성 스마트 등 장비도 최신입니다,체크,1,1004
이 점 은 표지판을 바꾸거나 운영을 달리 해야 하겠습니다,체크,0,1004
우린 이 호텔에 머물면서 여러 가지 도움이 필요한 일들이 생겼었다,체크,0,1005
다른 사람들이 문제가 생겼을 때 도와 주고 싶은 마음이 있는 사람이 여야만 그렇게 할 수 있을 것이다,체크,0,1005
역시 오너들이 신경 쓰지 않는 티가 난다,체크,0,1012
세션마다 중요한 내용과 맛있는 식사 도 좋았습니다,체크,1,1019
포장 가능,체크,1,1020
아이데꼬 라운지 못 들어가는 건 불편해 요 그런 점에서 점수 하나 뺍니다,체크,0,1025
다른 후기 보고 침대 작다고 해서 진짜 공감 골드 티어 줬지만 골드의 혜택이 무언지,체크,0,1026
셔츠 다림질 서비스 있어서 비슷한 거보냈더니 와이셔츠만 된다고 백도 엄격해도 너무 엄격해 이렇게 규정이 깐깐해서 오시겠나요 ㅜㅜ,체크,0,1026
어반 객실 패키지였는데 일 년 만에 다시 찾았는데도 불구하고 너무 좋았습니다,체크,1,1027
그대로였고 사람만 조금 더 많아진 듯 했어요,체크,0,1027
어 반 아일랜드 야외 수영장 은 1인당 5만원 가격을 지불했고 실 내 수영장은 무료였습니다 가장 만족스러웠던 건 욕조에서 본 서울의 야경이었습니다,체크,1,1031
제일 기본룸에 엑스트라베드까지 추가하니 좀 작은 감은 있지만 1박 지 내기에 부족함은 없었습니다,체크,1,1033
객실은 서울 시내 새로이 생긴 타 호텔보다 조금 좁은 편이지만 이용에 불편함을 느끼는 정도는 아닙니다,체크,0,1042
불만족 스러운 부분은 없었습니다,체크,0,1042
저는 아이가 없지만 타 고객들을 응대하는 모습으로 미루어 보아 아이 동반 외국인 고객 등 상황에 따른 대처 메뉴얼이 철저히 갖추어지 고 교육이 된 듯 하였습니다,체크,0,1042
체크인이나 체크아웃 시에 결혼식과 시간대가 겹치면 주차 이용이 조금 느려진다는 점이 아쉽지만 어 쩔 수 없는 부분이라고 생각됩니다,체크,0,1042
호텔 예약을 허기 위해 전화를 했는데 목소리만 듣고 어리다고 판단하였는지 호텔의 기 본도 모르는 사람으로 취급하는 게 기분이 나빴습니다,체크,0,1048
같이 듣고 있던 타 호텔에 근무하시던 분도 전화 내용을 들으시더니 약간의 문제가 있는 내용이다 라고 말씀하셨습니다,체크,0,1048
전화 내용을 듣고 기분이 나빠 방문을 포기하고 다른 호텔을 이용하였습니다,체크,0,1048
전화예약의 부분을 개선하였으면 좋 겠습니다,체크,0,1048
호텔 런치세트 양식 코스 음식을 이용하기 위해 미리 예약 전화를 걸었는데 보통 사람들이 알고 있는 기본적인 상식임에도 불구하고 목소리가 어려보였는지 드레스 코드를 너무 자세하게 구체적으로 설명해주셔서 고객인 나를 약간의 무시한다는 생각이 들어서 이 점을 개선했으면 좋을 것 같다는 생각이 들었습니다,체크,0,1050
전화도 친절하게 받아 주시고 저렴한 가격이 아니라 홈페이지에 명시되어 있는 회원 할인 관련해서 물어보니 방법과 위치까지 친절하게 알려주시더라구요,체크,1,1052
조금 아쉬운 게 있다면 홈페이지에 명시되어 있는 금액과 실제 지불액수가 달라 조금이지만 올라간 가격에 학생 입장에서 놀랐어요,체크,0,1052
어 반 아일랜드는 풀 사이드 바의 가격대가 다소 높은 경향이 있으나 입장 시 선배드가 지정되어 편하게 이 용이 가능하였으며 자쿠지 및 풀 사이드 바 등 시설이 매우 훌륭하였습니다,체크,1,1054
해수풀이었다면 더 좋았을 텐데 그래도 나름 수질 관리를 위해 노력하는 모습이 보였습니다,체크,0,1055
그래도 시간 없고 일박 쉬고 싶을 땐 또 가게 될 것 같습니다,체크,1,1055
계속 들리는 중국어에 꽉 꽉 실어나르는 셔틀버스 사드 문제 아니었다면 도대체 얼마나 많았다는 것인지 ㅎ,체크,0,1056
하지만 이 호텔로 접근하려는 장애우를 위한 배려는 세계 속에서 찾아보고 힘든 악의적인 호텔이다,체크,0,1057
물론 벤츠 타고 신라호텔 가는 장애우는 빼고 첫째 주차장의 규모나 위치를 보라 장애우가 차를 타고 간다 하여도 차 세우고 계단 100개를 올라가야 한다,체크,0,1057
조금 나은 주차장은 대기 시간만 1시간 이상 그러나 그곳에 장애우 화장실도 없다,체크,0,1057
당초부터 장애우가 걸어서 신라호텔로 간다는 것은 장애우가 혼자 남산을 걸어서 등산하는 것과 같다,체크,0,1057
사회를 돌아보고 배려가 커야 비로소 리더가 되는 것이다,체크,1,1057
그리고 전화로 모든 걸 가능하게 해주는 룸 서비스 최고 고요,체크,1,1058
샤워실 배수구가 막혀서 냄새가 난 건지도 모르겠지만 위 상황의 응대방법에 대해 더 자세하게 적고 싶지만 패스 침구 하나는 정말 최고였습니다,체크,1,1060
객실을 남산뷰로 배정해주셔서 좋았습니다,체크,1,1061
영빈관 뷰 객실을 이용하였고 아이를 동반하였는데 스토케 유모차를 제공하고 발뮤다 공기청정기를 객실에 비치해 주신 디테일에 감동하였습니다,체크,1,1063
아이를 위한 침대 설치 요청하여 제공 받았습니다,체크,1,1066
평일엔 웨이팅이 없어서 더 좋아요,체크,1,1067
사람이 좀 많은 게 흠인데 좀 늦은 밤에 가면 괜찮습니다,체크,0,1070
매번 직원을 불러 구비하지 않은 음료를 마실 수 있는지 물어보는 것도 불편하였습니다,체크,0,1074
다른 호텔의 경우 라운지에서 머신에서 먹을 수 없는 커피를 부탁하면 직접 가져다 주었는데 그 점은 아쉽습니다,체크,0,1074
꽃핀 남산을 보며 즐길 수 있었고 투숙 기간 반복 입장이 가능해 오후에 그리고 체크 아웃 전 오전에도 이용했습니다,체크,1,1075
실내 수영장 락커가 좁아서 좀 불편했습니다,체크,0,1076
수영도 하고 야외 자쿠지도 이용하고 즐거운 시간을 보냈습니다,체크,1,1076
실외 수영장인 어번 아일랜드는 아직 운영을 안하고 있어 아쉬웠습니다,체크,0,1076
아이들과 따뜻하게 수영하고 싶어 방문한 신라호텔 셔틀도 자주 다녀 외부 나가는 것도 편했고 객실 컨디션은 좀 올드 하지만 수영장이 좋아 편하게 있었네요,체크,1,1077
특히 수영장이 좋은데 단점은 성수기에는 아기들이 너무 많아서 기다리다 들어가는 것이 힘들다 사실 아기들이 너무 많아서 전반적으로 시끄럽기는 하다,체크,0,1078
장점 친절하고 절제된 서비스 가방을 들어준다던지 발렛 파킹부터 아기 유모차를 방에 넣어주는 서비스 라이브러리 피아노 라이브 하루 종일 저녁엔 5인조 밴드의 공연 술 한 잔 하기 딱 좋음,체크,1,1080
팔선 아리아께 라 연 등의 훌륭한 식당들 단점 실내 수영장이 낡고 탈의실이 좁다,체크,0,1080
디큐브랑 상당히 비교 됬던 부분이에 요 ㅋㅋ 디큐브는 로비가 협소하고 객실이 매우 넓었어요,체크,0,1081
하우스키핑에 수건을 더 요청했으나 무려 20분이나 지난 뒤에 가져다 주시는데 늦은 것에 대한 사과 한마디 없으셨네요,체크,0,1084
먹으러 간 여행 ㅎㅎ 가장 맘에 들었던 건 사우나 수영장 피트니스 모두 횟수 제한 없이 투숙 기간 동안 이용할 수 있구요,체크,1,1087
도시를 한 눈에 볼 수 있어서 너무 좋았구 방도 다른 호텔 륨들에 비해 넓고 여유 공간이 많아서 좋았어요,체크,1,1089
일단 체크인 하고 들어갔을 때 웰컴 초콜렛도 주더라구 요 정말 환영 받는 느낌 조금 사이즈가 작긴 했지만 욕조도 있어서 반신욕을 좋아하는 저에게 딱이었다는 그리고 조식 시간은 맞추질 못해 룸 서비스를 시켰어요,체크,1,1089
다만 체크인 체크아웃할 때 줄이 너무 길어서 살짝 짜증이 날 뻔 했어요,체크,1,1091
가장 기본 룸에 묵었기 때문에 넓진 않았지만 트윈룸이라 어른 2명과 아이 1명이 묵기에는 전혀 부족함이 없었습니다,체크,1,1092
밤 늦은 시간의 서비스에 대해서도 불편함이 없었습니다,체크,1,1092
단점이라면 수영장이 그냥 어린이풀이라는 점 그래도 좋습니다,체크,0,1095
룸 체크인부터 체크아웃 후 라이트 스낵까지 최상의 서비스를 이용했습니다,체크,1,1098
예전엔 넓은 공간에 비해 뷰 외에는 썰렁했는데 리노베이션 이후 역시 최고의 호텔로 거듭난 것을 인정한다,체크,1,1101
객실에서 조차 섬세함이 느껴질 정도라면 더 이상 말이 필요 없을 듯합니다,체크,0,1104
호텔 안에서 다 해결이 되니까 밖으로 나갈 필요도 없고 잘 쉬다가 왔네요,체크,1,1105
조금 일찍 도착했는데 빠르게 도와주신 점 고마웠습니다,체크,1,1106
다만 어 매니티 중 샴푸가 더 필요하여 전화를 하였으나 20분 동안 가져다 주지 않아 다시 전화를 하였습니다,체크,0,1106
방 홋 수를 착각하셔 다른 곳에 가져다 주신 것 같았습니다,체크,0,1106
3 어반 아일랜드 이용했던 날 날씨가 조금 쌀쌀했는데 메인 풀장 주변의 썬 베드에 열선이 설치되어 있어 불편하지 않게 이용할 수 있었습니다,체크,1,1107
수 온도 너무 낮지 않아 밤에 이용하기에도 괜찮더라구요,체크,1,1107
단점 어반 아일랜드에 아이들을 데리고 노는 가족 이용객이 많았는데 키즈풀이 따로 있는 것을 보니 성인 이용객을 위해서 메인 풀과 키즈풀을 따로 운영하면 더 좋지 않을까라는 생각이 들었습니다,체크,0,1107
보니 여유 있게 놀기에 좀 힘든 점이 있더라구요,체크,0,1107
사람들이 역시 많습니다,체크,0,1115
여유롭 기 보다는 너무 로비는 시 끌러워요,체크,0,1115
밤 시간 실외 수영장 비록 사람은 많았지만 덥지도 않고 로맨틱하고 정말 좋았습니다 라운지 방문은 처음이었는데 음식은 평이 한 수준이었네요,체크,1,1116
카드 바우처로 다녀왔습니다,체크,1,1118
업그레이드도 해주었구요,체크,1,1118
어반 아일랜드 사용 금액이 너뮤 비싸서 사용하지 못했습니다,체크,0,1118
조용한 방을 원하시면 엘리베이터에서 먼 방을 선택 하세요,체크,0,1121
아무래도 많은 손님들이 결혼식장에 차를 가지고 오시다 보니 결혼식 후 발레 파킹으로 맡긴 차를 찾는데 기본 30분은 걸리는 거 같습니다 가 보진 않았지만 면세점도 있고 중국 손님들도 많은 거 같습니다,체크,1,1123
다만 호텔에 가까운 주차장이 만 차였었나 그래서 좀 멀리 주차를 할 수 밖에 없었던 점이 아쉬웠었습니다,체크,0,1126
룸 안에 있던 탁상시계 우산 곳곳에 있던 생수까지 조그마한 배려들이 인상 깊었다,체크,1,1128
주말 조식은 사람이 많아서 포기해야 할 듯 사람이 많아서 조용하게 쉬는 건 포기해야 할 것 같다,체크,0,1128
평일이라면 문제가 되지 않았겠찌만 주말이라 결혼식이 있었는지 하객들로 꽉 차는 바람에 정신도 없고 일반 방문객 입장으로서 좀 불편했습니다,체크,0,1133
여름에는 어 반 아일랜드라는 수영장 때문에 서울 신라호텔에 방문하는 경우가 많은데 수질 관리도 잘 되고 있는 것을 눈으로 확인할 수 있고 안 전 사고 예방을 위하여 철저하게 쉬는 시간을 지켜 운영하는 모습을 보니 아이를 데리고 가면 더 좋겠다는 생각이 들더라구요,체크,1,1135
로비에도 사람들이 아주 많았고요,체크,1,1143
그럼에도 불구하고 넉넉한 공간들이 호텔 규모를 말해주더군요,체크,0,1143
사우나와 야외자쿠지에서도 즐거운 시간 보냈구요 ㅎ,체크,1,1144
다만 성수기는 야외 수영장에 너무 수영장 고객들이 많아서 투숙객은 실 내 수영장이 더 낳았떤 이그제큐티브 라운지는 정말 최고 시간마다 가서 챙겨 먹고 놀았답니 다 다 만 너무 비싸잉 ㅋㅋ,체크,1,1147
플러스 요인 1 서비스 이건 뭐 대한민국에서 최고 마이너스 1 청소 상태 청소를 2번이나 다시 요청함 이건 정말 문제가 있어 보임,체크,0,1148
그 가격 만큼의 값어치를 한다고 보지만 초성수기에는 피하는 게 좋습니다 한국의 공휴일에 따른 초성수기에는 체크인 대기 시간이 하염없이 길어지고 신라호텔의 자랑인 야외 수영장도 물 반 사람 반이 될 수 있습니다,체크,0,1151
아쉬운 점은 겨울이라 실외 수영장이 안해서 미리 알고 갔으면 좋았는데 수영장을 못 가본 게 아쉽네요,체크,0,1152
서비스 뭐 불편한 것 없었습니다 라운지 이용객이 엄청 많은 데에도 불구하고 번잡하다고 느껴지지는 않았습니다,체크,0,1157
발렛은 좀 불편하네요,체크,0,1157
수영장도 아이용 구 명조끼가 비치되어 있어 별도로 준비하지 않아도 되 좋았습니다,체크,1,1159
이그제큐브룸에서 숙박을 하게 되면 라운지에서 체크인을 할 수 있도록 데려다 줍니다,체크,1,1161
여름에 오게 된다면 수영장을 즐기는 것만으로도 좋고 야외 수영장 수온이 따뜻해서 너무 춥지 않을 때 에서 수영을 할 수 있습니다 면세점도 걸어서 갈 수 있어서 쇼핑도 편리하고 셔틀버스를 타면 동대문도 쉽게 갔다,체크,1,1161
체크인 할 때부터 서비스가 마음에 들 지 않았는데 방은 기대와 달리 너무 허름하고 낡고 제가 신라호텔이라는 이 유로 기대치가 너무 컸나 봅니다,체크,0,1164
뒤로는 남산뷰가 있어 숲을 바라볼 수 있고 수영장과 자쿠지 모두 푹 쉬며 여유로운 시간을 보낼 수 있었습니다,체크,1,1169
요금이 비싼 게 흠이지만 한 번쯤 종일 여유를 느끼며 작은 사치를 부리는 것도 좋을 것 같습니다,체크,0,1169
이곳이 과 연 신라호텔 인가 할 정도로 돗대기 시장 느낌을 받으실 수 있습니다,체크,1,1170
사람 많은 건 조금 아쉽지만 감안해야겠죠,체크,0,1175
하루종일 호텔 놀이 ㅎㅎㅎ 먹고 쉬고 먹고 쉬고 수영장에서 수영하고 마치 사육당하는 듯한 ㅋㅋ 체크인도 별도로 할 수 있어서 좋았어요,체크,1,1176
전 걸어서 3분이면 되는 걸 ㅋ 택시를 탔던 기 억이 ㅎㅎ 기사 아저씨하시는 말 첨봅답니다 ㅋ,체크,0,1177
그러나 내국인 자가 운전자의 경우 주차장과의 거리가 너무 불편하였고 특히 제가 투숙 하는 동안에는 비가 내리는 날이였습니다,체크,0,1178
주차장에서는 우산이 준비가 안 되어 비를 맞으며 호텔로 이동 하였습니다,체크,0,1178
그곳에서는 주차장 입구에 우산들을 준비해 주었는데 이곳에서는 아무런 준비가 되어 있지 않았습니다,체크,0,1178
속직한 심정은 한국 사람 자가 운전자는 신라 호텔을 이용 할 수 없다는 증거로 까지 생각이 들었어요,체크,0,1178
개선해주셔 아 할 듯 합니다,체크,0,1178
그 자리에서 컴플레인 하고 싶었지만 남편이 그런 거에 워낙 민감해서 참고 나왔습니다,체크,0,1180
클럽 라운지 유아 입장 불가라 안 가고 있습니다 ㅠ ㅠ,체크,1,1188
이그제큐티브 플로어에 묵었는데 리뉴얼한 방은 창이 넓어 시원한 뷰가 좋았고 특히 욕실이 정말 마음에 들었어요,체크,1,1189
수영장은 야간 스위밍을 못해서 아쉬웠지만 물이 따뜻하고 직원들이 친절해서 잘 쉬었습니다,체크,1,1189
말도 틱틱거리고 식당은 최악 음식이 모자를 정도로 사람을 많이 받으면 어쩌지,체크,0,1198
물론 그만큼 비용도 지불해야 합니다,체크,0,1200
직원들도 아주 친절하고 야외 풀장 온도도 좋습니다,체크,1,1203
역에서 서틀 타고 가야 하는 건 좀 불편합니다,체크,0,1204
더 설명이 필요하겠어요,체크,0,1205
수영장은 1시간마다 오염 체크까지 하고 사람이 많지 않아 여유로워 요 방문 추천 드립니다,체크,1,1206
도심에 위치하고 있지만 독립된 프라이버시가 적절히 보장되는 독립성 객실의 뷰도 좋고 남산을 끼고 있어 여유롭기까지 하다,체크,1,1208
주말이라 사람이 많아 로비 체크인 카운터에 줄이 꽤 길더라구요,체크,0,1209
지배인님께서 보시고 클럽 룸 체크인 하는 곳으로 안내해주셔서 빠르게 체크인 할 수 있었습니다,체크,1,1209
공간 활용도 잘해서 스탠다드룸을 이용했음에도 좁다는 생각 전혀 안 들었어요,체크,1,1209
수영장도 좋습니다,체크,1,1210
사위가 잘못 알았나 보나 하고 그냥 식사 끝내고 나왔다가 카드사에 전화해보니 가능하다 더군요,체크,1,1211
호텔에 전화도 해보니 그렇다고 하고요,체크,0,1211
성수기가 되기 직전 어반 아일랜드 패키지로 다녀 왔습니다,체크,1,1217
공홈에서 예약했는데 확인 전화도 좋았고 요청한 대로 시티뷰 고층 레잇 체크아웃 제공해주셔서 너무 감사했습니다 라운지 음식은 다양하지는 않았지만 요기는 할 수 있는 정도였고 노키즈존이라 조용해서 정말 좋았습니다,체크,1,1217
어 반 아일랜드 직원 분들도 친절했고 음식은 맛이 없었지만 수영장 같은 데서는 음식 맛으로 먹는 거 아니니까 요 수질관리도 꼼꼼한 느낌이었고 조금 늦게 갔을 때 정말 이상한 자리에 배정 받았던 것 빼면 너무나도 완벽했습니다,체크,1,1217
다만 사람이 너무 많아 복잡해서 제대로 서비스를 받지 못해 아쉬웠습니다,체크,1,1221
숙박이라 수영장 사용 등에 대해서 묻는데 예약 받는 직원이 귀찮다는 듯 너무 성의 없이 받아서 기분이 상한 나머지 예약을 안 하고 그냥 끊었습니다,체크,0,1228
얼마 후 그 직원 말고는 친절하겠지 해서 전화를 다시 해서 9월 27일 예약 가능 하냐고 물었더니 객실 예약이냐 패키지 예약이냐고 묻습니다,체크,0,1228
추가 설명 없이 역시 퉁 명스럽게요,체크,0,1228
저는 그게 그거 아니냐고 했고 좀 있더니 전 객실 마감이라고 역시 단호하게 말하더군요,체크,0,1228
차가 없으면 가 기 불편하지만 모든 면에서 완벽한 호텔인 거 같아요,체크,1,1231
피트니트 센터의 기구도 최신이고 특히 트래드밀에서 간단한 게임하면서 뛸 수 있어서 좋았습니다,체크,1,1233
유아용 풀에 따뜻한 물이 나와서 아주 좋았습니다,체크,1,1233
피트니스 회원 들 좀 빠진 밤 수영이 특히 기억에 남네요,체크,1,1234
이 부분은 원가 절감 을 고려한 것인가 싶어서 럭셔리 호텔에서 굳이 이렇게 라는 생각이 들었네요,체크,0,1234
참 객실 패키지 이용하면 객실 비용 정산 때 숙박 예약자 명으로 되어 있는 아시아나 혹은 대한항공 마일리지 적립을 해주는 점은 좋아요,체크,1,1234
서비스차지가 아깝지 않을 정도 산책로에서 호텔로 돌아가는 길을 조금 헤매어서 표지판이 좀 더 상세했으면 좋겠다는 생각이 들기는 했지만 전반적으로 매우 만족스러웠습니다,체크,0,1235
다만 체크인 시간이 지체되고 조식 이용 사람들이 많아 여유로운 아침을 맞이 하지 못한 점은 아쉬웠음,체크,1,1244
위치도 이태원이나 남산 명동 가 기 좋은 위치고 어 매니티도 아베다 어반 아일랜드 선 베드도 무료 이용 가능하고 타월 지급에 후해서 약간 비가 내리는 날씨에도 잘 이용하였습니다,체크,1,1245
우리가 투숙한 6월은 그래도 날씨도 좋고 토요일 휴일이라 엄청 많은 인파 속에 23층 클럽 라운지에서 기 분 좋게 체크인 출입 불가능한 나이의 아이가 있어서 부부가 번갈아가며 라운지를 왔다,체크,1,1247
했지만 첵이 하고 3시부터 그다음날 체크아웃 12시까지 꽉 찬 하루를 즐길 수 있었어요,체크,1,1247
아이가 있었던 부부라 아이를 위한 쥬스는 테이크아웃 할 수 있게 배려해 주셨지만 다른 음식은 못 먹이는 크나큰 아쉬움 어쩔 수 없지요,체크,0,1247
나올 때 모자를 방에 놓고 나왔지만 혹시나 했는데 호텔 측에서 보관 중이라는 전화는 없었어요,체크,0,1247
저의 불찰이지만 꼭 연락해 줄 것만 같았는데 ㅎㅎ이건 저만의 상상,체크,0,1247
매니저 분께서 직접 병원까지 호텔 차량을 이용해서 데려다주고 올 때도 다시 픽업해주는 완벽한 고객 지향적인 서비스에 놀라고,체크,1,1248
주차장에서 본관까지 승용차로 셔틀 서비스를 해 주는 것 부터 가 감동이었어요,체크,1,1253
우산이 비치되어 있어 비오는 날에도 걱정 없이 다닐 수 있었습니다,체크,1,1253
저는 어반 아일랜드 보다는 오히려 겨울에 실 내 수영장을 이용했을 때 사람들도 없고 잔잔한 음악과 더블어 수영하는 맛이 더 좋았던 것 같습니다,체크,1,1254
세심한 서비스 정신 침구 룸메이드 어반 아이랜드는 너무나도 좋았습니다,체크,1,1258
그러나 발렛 파킹을 이용하지 않을 때는 주차장이 너무 멀고 불편한데다 항상 만 차여서 불편했습니다,체크,0,1258
결국 컨시어지에 급히 연락했고 담당자가 올라왔습니다,체크,0,1258
담당자는 객실을 옮겨준 다 하였고 우리는 옮겨주는 겸 흡연실 로 변경을 요청했습니다,체크,0,1258
옮겨진 객실로 들어가니 충격이었습니다,체크,0,1258
다시 컨시어지로 연결하니 직원들은 우리가 룸 타입 이 마음에 안 들어서 객실을 옮긴 것으로 생각하는 어투로 말을 하여 불쾌했습니다,체크,0,1258
알아서 부족한 어 매니티와 타월을 챙겨주시고 엑스트라 베드 설치 시 담당 직원 분들도 너무 친절해서 좋았습니다,체크,1,1258
객실 폰 응답 속도 요구사항 슬리퍼 베게 요청 에 대한 빠른 대응은 감동적이었습니다,체크,1,1258
고객에게 제공되는 무료 어매니티의 수준이 매우 다릅니다,체크,0,1259
주차장이 따로 떨어져 있어 불편했지만 현관까지 차량으로 이 동해주는 서비스를 시행하고 있었고 현관에서 짐을 바로 받아 객실까지 제공해주는 등 특급 최초의 오성다운 서비스를 제공하고 있었습니다,체크,1,1259
그러나 식사 중에는 심각한 문제가 있었습니다,체크,0,1260
첫 번째 들어가서 입장한 지 10분 지나지 않았습니다만 커다란 생선이 벌써 바닥이 났 습니다만 이후로 몇 번 갔으나 계속해서 리필이 되지 않았어요,체크,0,1260
확인 하시고 시 정 하셔야 합니다,체크,0,1260
세 번째 정말 황당했습니다,체크,0,1260
확인 하시고 시정 하셔야 할 듯합니다,체크,0,1260
미니바 내 티스푼 불결 직원의 잘못된 정보 전달 때때로 직원 간 커뮤니케이션이 매끄럽지 않았던 점 등 이 있었지만 티끌도 없는 수준의 완벽함을 바라지는 않기에 별로 신경 쓰이지 않았고 이해할 수 있는 부분이었습니다,체크,0,1262
신라는 입구에서 차에 내릴 때부터 무수히 많은 발렛하시는 분 및 도어맨들로 대접받는 느낌이 들고 아름다운 로비를 거쳐 리셉션 가기 전에 이 미 직원이 걸어 나와 이름을 확인하고 바로 방을 확인하며 이그제큐티브 라운지 방일 경우 바로 라운지로 안내하여 라운지에서 체크인을 도와 줍니다,체크,1,1263
티 내는 서비스 자체가 없는 차이임 메리어트는 생색 내려 하나 별로 이 고 콘래드는 생색 낼 줄을 모르는 신라는 생색 낼 줄도 아는데다가 좋기까지,체크,0,1263
설 패키지 휴식 아님 스트레스 만 땅 이 그젝큐티브 라운지는 먼저 가서 자리 맡아야 하고 실 외 수영장 자꾸 지는 네 명이면 끽 방 스마트티비는 나홀로 꺼지고 켜지기를 반복히는 먹통 티비 저녁 식사는 줄이 오른쪽 왼쪽 좌충우돌 지적해도 그냥 네네 대답뿐 손님에게 친절하라고 교육했지만 문제 해결 능력 빵 상용 블로거에 당한 느낌 첵크아웃 하며 불만 말해 봐야 입만 아플거 뻔하다,체크,0,1266
특히 객실 부분에 있어서는 아주 세세한 부분까지 손님들 눈높이를 맞추어 놓은 듯한 배려를 느낄 수 있었고 인테리어들 역시도 다른 호텔들과 비교 불가할 정도로 잘 배치되어 있었습니다,체크,1,1267
매년 주기적인 호텔에서의 워크샵과 회의들 지루하 리 만큼 2박3일은 짧고도 긴 일정이였습니다,체크,0,1268
올해는 신라호텔이 대대적인 를 하였다고 방송 매체와 인터넷에 홍보를 하여 큰 기대를 하고 갔습니다,체크,1,1268
입구부터 차량들이 밀리기 시작하더니 드뎌 신라호텔 입구에 도착하니 도어맨이 반갑게 인사하면서 차량의 문을 열어 줍니다,체크,1,1268
저는 쓰레기 같은 대접과 고객인 저를 이상한 사람으로 보는 시선이 정말 서비스맨들이 일하는 곳인가,체크,0,1268
전체적으로 고객을 배려한 것이 곳곳에 느낄 수 있습니다,체크,1,1268
다 손님들의 입장에서 배려한 것 같아 아 주 대 만족이였습니다,체크,1,1268
외 국사람들의 취향에 맞게 했는지 동양인들은 배려를 안했는지 착 오로 제작했는지 도무지 이해가 가지 않았습니다,체크,0,1268
그래도 대체적으로 손님의 입장에서 생각하여 공사를 했구나 하는 생각이 들었습니다,체크,0,1268
또한 는 삼성으로 50인치 보기에도 좋았고 스마트 같았는데 시간이 없어 해보지를 못하여 아쉬웠습니다,체크,0,1268
남 태평양에서의 밤 비행기를 타고 온 저에겐 매우 고급 스러운 곳이었어요,체크,1,1270
보안이 잘 되어 있는 호텔이라 이른 아침이라도 안심이랍니다,체크,1,1272
또 피트니스와 도 이용했는데 플로어는 청결했고 사우나 욕탕 둘 다 아주 기분 좋게 이용했습니다,체크,1,1276
플로어에 계속 머물 고 싶을 정도로 마음에 들었습니다,체크,1,1276
내 경우 식사비의 일부는 포함 이었고 일부는 별도였습니다,체크,0,1279
볼 일이 있어 그 곳에 도착하고 보니 문을 닫기 5분 전이었고 꼭 전화를 걸어야 하는데 내 핸드폰은 고장난 상황이습니다,체크,0,1279
데스크 직원은 자신의 전화기로 대신 전화를 걸어 차분하게 내게 전화기를 건네 주었습니다,체크,1,1279
그런데 객실의 경우에 편의시설이 잘 갖추어져 있는 반면 공간이 협소했고 아침식사는 의외라 생각될 만큼 비쌌습니다,체크,0,1280
그리고 야외 풀장은 소리를 질러대는 아이들로 붐볐습니다,체크,0,1280
승차한 자가 용이 호텔에 도착한 순간부터 당신은 무언가가 다르다는 것을 알게 될 것입니다,체크,1,1281
로비에 처음,체크,0,1281
