0,1,2
849,14,직원들이 매우 친절했고 숙소도 청결했다
849,0,잠자리도 편했고 음식도 아주 맛있었다
849,8,객실 내 먼지가 수북 신라 스테이 보다 청결도 꽝
850,0,점심식사를 하였는데 생각이 하였습니다
850,5,결혼식 허니문인데 이벤트 하나 없었어요 ㅠ
851,14,기다리는 거 없이 안내도 빠르고 직원들도 많아서 서비스가 빠르다
851,2,조식도 맛있고 체크인도 빠르게 할 수 있었다
852,6,침대가 매우 편했어요
852,4,탐이 날 정도로 전체적으로 깔끔했고 비치품이 다 메이커라 좋았어요
852,12,넉넉한 물도 제공되고 단지 가격이 좀 비싼 게 흠 가성비를 논할 곳이 아니였다
853,1,경험해보면 알 수 있다
853,1,차가 없다면 호텔 안으로 들어가기가 좀 힘들다
853,12,올라가는 계단이 높지만 올라가면 만족감을 충분히 느낄 수 있다 가격이 워낙 비싸서 가성비는 낮아요
854,6,침대가 너무 좋았어요
854,7,누워만 있었는데 그것 자체가 힐링이었습니다
854,15,이그제큐티브 라운지를 13세 이상도 사용할 수 있게 해주세요
854,2,스위트에 묵는 고객들 중에서 애기들 데리고 있는 사람들도 꽤나 많습니다
855,8,건물이 오래되어서 그런지 배관시설이 엉망이였음
855,16,샤워하는데 물이 빠지지 않고 물이 차 올라 샤워 중 껐 다 켰다
855,15,반복하면서 샤워함 그리고 회원제로 왕성하게 이용되어 그런지 휘트니스 시설이 실버타운 같았다 ㅋㅋ
855,1,새로운 경험
856,0,편하고 아침 식사 좋아요
856,16,욕조에 누렇게 물 때가 있어서 탕욕 하려다가 기분이 나빠져서 못했습니다
856,6,침대가 푹신한데 허리 쪽이 움푹 파여서 저에게는 오히려 불편했어요
857,6,침대 침구 정말 편했어요
857,6,꿀잠 잤습니다
857,14,25일 퇴실했는데 12시경 프론트 맨 오른쪽에서 두 번째 여자분 표정 씹쓰러워서 한 대 갈 길 뻔 했네 카드 키도 받아서 통에 집어 던지질 않나 마스크 믿고 신라 직원들이 전체적으로 덜 친절해진 감이 있는데 그 직원은 아호 시 발 죽 빵 날릴 뻔 했슴
858,0,역시나 서비스 너무 좋고 라운지 음식 가짓수는 많지 않지만 실 속 있는 메뉴들로 구성되어 있어요
858,6,특히 조식이 제 취향 침구류도 푹신하고 꿀 잠잤 구요
858,4,몰튼 브라운 어매니티 역시 넘 만족스러워 요
858,5,다음엔 해외 여행 전에 면세점 들러 쇼핑하고 하루 투숙하고 싶어요
858,2,베드가 알던 정보와 다르게 제공 받았고 추가 베드가 재고 소진이어서 불편했습니다
859,7,잠자리 편했어요
859,12,업그레이드도 시켜주셔서 더 만족스러웠죠
859,2,일박 연장으로 인 한 데 파짓 때문에 업무 중간에 급히 들려 잠시 프론트 앞에 주차하고 결제한 다 했는데 3분 지나면 발렛 요금 지불해야 한다고 합니다
859,2,프론트 데스크에서 3분 안에 결제 처리가 될지 몰라 선택의 여지가 없어 발렛 부탁하고 프론트에서 결제하고 4분 만에 나왔습니다
859,2,그리고 나와서 발렛 비용 결제 하느라 또 배차 기다리느라 시간 허비했고요
859,2,점심 회의 중간에 식사거르고 나와 결제하려고 갔다가 4분 방문에 발렛 비용 내고 예상시간 보다 더 허비하고 참 어이가 없네요
859,3,셔틀 기다리고 주차장까지 왔다
859,2,그 시간을 아끼려면 비용을 지불하는 것 같습니다
859,5,5 박 숙박 기간 동안 처음으로 이 호텔 선택이 후회됩니다
860,14,야경과 음식이 너무 좋았고 특히 직원들의 친절에 감사함 다쳤는데 의약품을 구할 수가 없어서 실망스러웠습니다
861,7,룸이 깨끗하고 침구는 편안했고 모든 시설이 잘 되어 있어서 이용하기 편리했습니다
861,14,직원 분들도 친절하시고요 방음이 잘 되어 있어서 조용히 쉬기도 좋았습니다
861,7,욕조가 조금만 더 깨끗했으면 좋겠어요
862,0,호텔 조식 맛있었습니다
862,0,파마산 치즈 뿌린 수란 보물을 찾은 것처럼 즐거움을 주었네요
862,6,침구의 푹신함도 좋았습니다
862,9,도시 풍경 특히 야경이 아름다웠습니다
862,16,욕실 화장실 더럽고 머리카락 있음
862,8,위생 불량 조삭 맛없음
863,7,쾌적하고 고급스러운 인테리어 및 환경 생각보다 그냥 그랬어요
863,12,가격 대비 노후된 부분들이 많이 보이고 해외 신라호텔이랑 비교가 좀 되더라구 요 제가 간 방만 그랬을 수도 있구요
864,6,침구가 정말 좋았습니다
864,12,호텔 내 편의 시설이 부족했어요
865,7,친절 청결 최고 조금 추웠어요
865,11,새벽에 좀 따뜻했음
866,9,좋은 침구 만 실도 아니면서 굳이 구석 엘리베이터 앞 청소실 코앞에 룸을 배정할 이유가 있나요
866,8,수시로 청소 트레이가 왔다
866,3,갔다 하고 리프트가 움직이고 방음이 잘 되지 않아 스테이하는 동안 불편했습니다
866,0,룸 서비스 음식은 대체로 짜고 특히 양고기 구이는 소금통에 담근 줄 알았습니다
867,15,아기가 신라호텔 수영 갔다와서 피부가 난리가 났어요
868,1,최고의 호텔 촤상의 서비스 한국의 특급호텔이라 기대를 많이 했었는데 사람들도 너무 많고 일반 호텔이나 별 다를 게 없다고 느꼈읍니다 면세점도 시장보다 더 복잡하구 식사 또한 기 대치 미만이였읍니다
869,0,서비스 가격에 비해 너무 맛이 없는 조식과 석식으로 인해 다음에 숙박만 이용할 거 같습니다
870,14,직원 분들이 너무 친절하고 방도 너무 깨끗해서 너무 좋았습니다
870,0,입실을 하였지만 저녁 뷔페는 절대로 안 된다는 직원의 말에 실망했고 아 침 조식도 할 수 없었던 점 실망했어요
870,2,최소한 입실한 사람들에 뷔페 자리는 있어야 하지 안나요
870,15,운영체제가 아주 실망이네요
870,1,별 5개 호텔이 서비스는 별 루 네요
871,7,청결 상태 베딩 어 메니티 서비스 뷰 등 등 전체적으로 흠 잡을 때가 거의 없었습니다
871,15,에 초에 패키지 구매해야 수영장 쓸 수 있다
871,2,구매 안 한 사람은 호텔 가서도 추가로 돈 내려고 해도 못 쓴다
871,2,설명을 잘해놔야 할 듯
872,14,사람이 진짜 많았으나 항상 친절하게 전부 다 응대해줘서 고마웠음
872,12,룸 컨디션이 너무 안 좋았어요
872,8,침구가 눅 눅해서 불쾌했습니다
873,7,깔끔하고 잘 갖춰져 있는 숙소
874,1,룸을 호텔 측 서 스스로 업글 해주어 고마웠읍니다
874,1,특별히 아쉬운 것은 없었지만 로비 등 일부 시설의 경우 이용객 분들이 많아 특급호텔의 쾌적함이 상대적으로 부족하였던 것 같습니다
874,15,오히려 호텔 측에서는 반길 수 있지만 순수한 이용객의 입장이었습니다
875,6,침구가 너무 좋았어요
875,6,오래된 시설 눅눅한 침대
876,1,직원들이 친절하고 아침 부페도 만족 근처 관광지에 대헌 셔틀 안내가 부족했어요
876,1,셔틀타는 곳에 행선 지 표시가 잘 되었음
877,14,직원 분들이 너무 친절하고 먼저 요청하지 않았는데 뷰도 좋은 룸으로 배정하고 다른 호텔보다 룸 서비스가 빨라 대 만족 뷰도 좋고 욕실도 완전 맘에 들고 조식도 맛있고 완전 만족 비오는 날이었는데 방이 좀 추웠다
878,8,침구도 편안하고 직원분들도 다 친절했던 신라호텔 욕조와 변기 쪽에 머리카락이 있었습니다
879,14,좀 더 친절했으면
880,14,신라호텔은 자주 갔지만 항상 매번 친절하시고 체크인 체크아웃이 깔끔하고 서비스 면에서도 신속하고 좋았습니다
880,14,직원 싸가지 없음
881,7,편안 안락한 분위기 속에서 나름 여유로운 시간을 보냈어요
881,0,식사도 맘에 들었고요
881,14,직원들의 친절함은 예상 외로 감동받았답니다
881,9,티비가 한글 검색이 안 되는 점
882,14,직원들이 너무 친절하고 잠자리가 많이 편했어요
882,5,좋은 추억 만들게 해주셔서 감사합니다
882,7,청결은 조금 미흡했다고 느껴집니다
883,12,촤 고급시설에 어울리는 최고급 서비스 이그제큐티브 라운지 음식들이 생각보다 가격 대비 형편 없었음
884,2,체크인 하루 전 2230 3310 으로 전화해서 조식 뷔페 신청 가능하냐는 질문에 이 상품은 조식이 할인이 안 된다고 들음 체크인 당일 체크인 하면서 에 혹시나 하는 마음에 다시 질문하니 할인된 가격에 가능하다 하고 조식을 예약 함 오실 때 힘들지 않았냐는 친절한 직원의 질문에 차를 주차하고 계단을 오르니까 짐이 있어서 인지 힘들더라 했음 이 직원은 그럼 체크아웃 할 때 미리 픽업 서비스 요구하면 가능 하다고 얘기해줌 제가 아침에 아주 이른 시간인데 가능하냐 재차 질문 함 가능하다는 친절한 답을 들 음 체크아웃 당일 아침 전화 0번 으로 차량 픽업 서비스 물어보니 아마도 발렛 파킹인 줄 알고 그건 안 된다 들 음 그래서 주차동까지 픽업해주는 차가 없느냐 하니 셔틀은 오전 9시부터 운행을 하니 픽업이 없다
884,2,들음 저는 아침에 빨리 나가야 하는 상황에서 좀 당황하였고 계획에 차질이 생길 거 같아 좀 다급해짐 쳬 크아웃하면서 직원이 좀 일을 천천히 하는 거 같았고 난 시간이 급해 좀 빨리 해달라 요구 함 기분이 나빠지기도 했고 말이 직원에 따라 말이 달라지는 거 같아서 체크아웃하고도 게시판에 글 올릴 수 있느냐 이러이러해서 내가 늦을 거 같다
884,1,하니 픽업 서비스 해드 리겠다
884,2,함 차량 기다리면서 날 에스코트 하는 건지 먼지 모르겠으나 여자 직원 내 옆에서 같이 걷다가 아무 말 없이 있다가 도어맨에게 이 어머니에게 차량 올 거다 라고 함 이 말도 기분 썩 좋지 않음
884,5,전 어머니가 아닙니다
884,3,그리고 가만히 생각해 보니 돌아가는 분위기가 내가 차 주차니 차량에 대한 말을 여러 번 했음에도 주차비가 걱정이 되기 시작함 혹시 주차 비 어떻게 해요
884,2,그 도 어맨께서 한 직원에게 나의 차량 번호 알려 주고는 그 직원 안으로 급하게 들어갔다
884,2,오더니 방금 차량 등록 했으니 출차 그냥 하시면 됩니다 라고 듣게 됨 일련의 여러 가지를 봤을 때 직원들의 대응 순발력이 많이 아쉬웠고 디테일이 기대 이하 였음
884,2,많이 웃고 친절한 것 처럼 보이나 내용을 보면 해야 할 게 빠짐 내 가 차가 있다는 얘기를 여러 번 했음에도 차량 등록과 관련 된 것을 아무도 짚어주지 않음
884,12,총평 많이 기 대 이하의 대응
886,0,라운지 음식이 맛있었고 넘 친절해요
886,6,침구도 너무 좋아요
886,14,중국 여행객들의 매너 없는 행동은 너무 싫었지만 그런 점을 보고 대신 해서 스텝의 정 중 한 사과는 위로는 받았지만 중국 여행객들의 매너는 어쩔 수 없겠지요
887,7,편한 잠자리에 맛있는 조식이 엇음 펀안 한 잠자리는 좋았습니다
887,6,예약 시 3인으로 예약했는데 침대는 더블침대 1로 배정됨은 이해할 수 있으나 이불과 배게 등 목욕 가운 등은 미리 준비되어 있지 않은 점은 불편했음
887,2,물론 추가 요청하여 사용하기는 하였음
888,7,잠자리가 편안했어요
888,13,호텔이 언덕 위에 있기 때문에 도 보나 대중교통 이용은 편한 편이 아닙니다
888,15,실내 수영장은 주말에만 아이와 함께 이용할 수 있습니다
888,9,주 중에는 13세 이상만 가능
889,0,조식 음식이 다양하고 맛있었다
889,0,빵이 특히나 풍성해서 좋았다
889,14,직원 분들이 친절하다고 느끼진 못했습니다
889,1,외국인 관광객에 초점을 맞춘 것 같아 아쉬웠습니다
890,12,시설이며 음식이며 모두 만족스러웠습니다
890,3,연휴라서 그런지 너무 복잡하고 주차가 매우 불편했어요
891,12,서비스가 너무나 훌륭 직원들이 항상 먼저 다가 옴 솔직히 가격 대비 방 크기가 작은 거 같아서 별로였습니다
892,12,모든 게 다 최고였어요
892,6,매트리스 중앙이 꺼져 있어서 잠자리가 너무 불편했다
893,5,친구들과 오랜만에 즐거운 시간을 보낸 거 같아요
893,7,객실도 깨끗하고 조식도 맛있었어요
893,2,시장 바닥 같고 체크인 아웃 시간이 너무 길고 불친제해요
893,11,호캉스족들이 모려와 난리도 아니야
894,9,깨끗 조용 룸을 바꿔서 그런지 흡연 객실에 흡연 물품이 없고 룸 서비스는 괜찮은 편 야간 이지만 아침 룸 서비스는 다시는 안 시켜 먹을 정도였음
894,6,실망 딱딱하고 식었음
894,0,아침 커피와 빵만 맛있었음
895,12,위치 조식 룸 서비스 모두 만족스러웠어요
896,12,돈 쓴 만큼 좋았습니다 가격 대비 생각하면 별로예요
896,13,그리고 1층 식당 너무 비싼데 맛이 없어요 ㅠㅠ
897,15,이그제큐티브 예약해서 친구들과 라운지 이용했는데 정말 좋았어요
897,7,음식 하나하나 다 맛있고 분위기도 조용해서 만족합니다
897,2,결혼식 하객들과 겹쳐져서 체크인 시 조금 복잡했네요
898,0,전반적으로 서비스가 훌륭하고 분위기도 편안 힘 치킨으로 룸 서버스을 시켰는데 메뉴에 음료가 포함이 안 되어 있는 게 아쉬웠습니다
899,12,숙박시설 최고 였습니다
899,0,식사는 당연히 대한민국 최고 입니다
899,12,솔직히 가성비는 좀 떨어집니다
900,12,청결하고 최고의 서비스 딱히 없음
901,9,방해받지 않고 온전하게 휴식할 수 있는 시간이 되었구요
901,14,필요한 서비스도 충분히 받을 수 있어 좋았습니다
901,7,정말 친절하고 깨끗하고 다 좋았어요
902,14,모든 서비스가 최상급이었습니다
902,7,그저 신라는 완벽 그 자체
903,7,침대가 굉장히 푹신푹신하고 전체적으로 방이 깨끗했어요
903,5,숙소에 처음
903,2,올라갔을 때 방에 대한 여러 가지 설명이 필요하다 생각합니다
903,10,그리고 방이 좀 노후된 방이라 그런지 에어컨에 시간 타이머도 설정할 수 없고 온도도 설정할 수 없어서 불편했습니다
903,0,또 조식 뷔폐가 유명해서 기대하고 갔는데
903,0,그 가격치곤 종류도 많이 없었고 후식도 아이스크림도 없어서
903,1,좀 실망했네요
904,14,시설 방 침대 모두 편안하고 직원들은 진짜 한 없이 친절 ㅎㅎㅎ 주차장이 호텔과 멀리 있는데 셔틀이 있어서 편해요
904,3,여기서 더 대 박은 셔틀버스가 아니가 그랜져로 개별로 태워주고 체크아웃할 때도 그랜져로 개별적으로 이 동시켜주는데 주차장 제 차 앞에까지
904,13,셔틀해줘요 ㅎㅎ
904,10,한여름에 더운데 넘 짱이었음
904,12,아쉬웠던 점은 전체적으로 가격이 비싼 거지만 그만큼 시설 및 서비스는 최고였어요
905,14,특히 직원 분들의 친철함은 정말 우수했습니다
905,11,공사 중 어수선함
906,14,체크인 체크아웃을 도와 주신 직원분은 친절하셨고 음식이 맛있음
906,6,침대 푹신함 없습니다
907,1,라운지 티타임이 다른 호텔에 비해 정말 좋았고 직원들의 친절함도 좋았고 호텔 내 음식점도 가격이 높긴 하지만 맛있었다
907,7,청결 상태 또한 좋았습니다
907,9,친구들과 브라이덜 샤워로 꾸미고 놀았는데 고급 진 분위기와 야경 영빈관 뷰 너무 이 뻤어요
907,4,항상 비지니스 이상 묵다가 처음으로 기본 객실에 묵었는데 나 전화기 등 구비된 물품들이 다른 객실과 다르더라구요
907,7,레노베이션 이 전 것 같았어요
908,3,조식 좌석 부족 주차장이 살짝 멀어서 아쉬웠습니다
909,0,식사 좋았어요
909,12,코로나 19로 인해 모든 시설을 이용할 수 없었기에 이 부분에서 가격적인 메리트가 있으면 사용하는데 훨씬 좋았을 것 같습니다
910,8,코로나 때문에 객실이 많이 비워 있었던 지 침구에 먼지가 많아서 코가 막히고 얼굴이 간지러웠습니다
910,2,아이도 자면서 얼굴도 긁고 몸도 간지럽다고 해서 침구 교체를 요구했는데 감사하게도 침구 교체한 방으로 안내해 주셨습니다
910,14,친절한 응대 덕분에 편안히 잘 수 있었습니다
910,3,주차장에서 무료로 서비스카를 이용하고 체크아웃 때도 이용할 수 있어서 편리했습니다
910,3,주차장이 호텔에 바로 연 결 엘리베이터 되어 있지 않고 별도의 건물 주차장이라는 점은 불편하지만 로비에서 언제나 주차장 픽업해주니 큰 문제는 없습니다
911,12,그럭저럭 다 만족합니다
912,12,시설 서비스 전부 최고 수준입니다
912,3,셔틀이 안 다니는 늦은 시간엔 주차장에서 호텔까지 이동이 좀 아쉽네요
913,14,직원들이 친절했습니다
913,5,다음에는 오랫동안 숙박하며 부대시설을 즐기고 싶어요
914,14,직원들 서비스 마인드가 아주 좋았음
914,8,뷰가 그다지 창문이 다소 지저분함 이그제큐티브 메뉴가 적어서 한 번 먹으면 먹을 게 없었음
915,0,조식을 파크뷰에서 할 수 있어서 좋았습니다
915,15,사람이 많아 라운지 이용할 때 기 다려야 했네요
916,8,신라니까 금연 객실을 배정 받았지만 의자 같은 곳에서 담배 냄새가 났어요
917,14,직원 분들이 고객들에게 늘 주의를 집중하고 있다는 걸 느낄 수 있었다
917,14,친절함에 감동 창문이 너무 더러웠어요
918,15,서비스 다만 수영장 레인이 너무 좁아 옆 분과 부딪혀요
918,15,신라호텔 정도라면 실 내 수영장이 조금 더 넓어야 할 듯합니다
919,6,숙소 침구류가 아주 좋았습니다
919,5,극성수기인 크리스마스를 앞두어서 그런지 당일 뷔페 예약이 불가능했습니다
919,12,이건 어쩔 수 없다고 생각합니다
920,0,식사는 맛있었어요
920,0,술 종류가 다양해서 좋았어요
920,0,음식 가짓수가 더 많았으면 해요
920,12,나머지는 최고였어요
921,14,직원들이 친절했음
921,11,모처럼 푹 자고 싶어서 예약한 거였고 남산 전망 객실이었는데 아무래도 오토바이 소리 같은 소음들이 새벽에 좀 거슬리 긴 했습니다
922,5,서비스 딸과 같이 투숙하였는데 예정에 없던 그날이 시작되었어요
922,4,이른 아침이었는데 생리대가 구비되어 있지 않아 몹시 당황했습니다
922,1,신경 써주셔서 호텔 차를 이용하여 장충동 편의점에 다녀왔긴 했지만 여 직원들도 많고 관광객도 많은 최고의 호텔에 생리대와 진통제가 없다는 점은 이해가 가질 않았습니다
922,1,더구나 편의점 위치도 결코 가깝지 않아서 만약 혼자 투숙중인 여성이 라면 낭패였을 것입니다
922,1,그리고 우리나라 약사법 개정이 어찌 되었는지 관광호텔에 비상약 구비가 불법이라고 하네요
922,2,알아두고 대비하여야겠지만 이를 모르는 관광객들이 응급상황에 저와 같이 당황스런 일들이 발생할 게 불 보듯 뻔하여 몹시 불쾌하고 걱정도 됩니다
923,6,남산뷰로 방을 주셨는데 침대에서는 앞에 벽만 보이더군요 소파 하나 없는 방에서 침대 아니면 어디서 남산을 보나요
924,0,아침식사는 더할 나위 없이 좋았음
924,13,남산타워가 보여 좋았음
924,1,5성급 이상의 호텔 조식으로는 최고였음
924,12,위치가 너무 안 좋고 주차타워가 너무 멀어서 더운 날씨에 셔틀을 이용해야 한다는 거 자체가 가격 대비 아주 많이 아쉽습니다
925,14,직원들은 친절합니다
925,9,수영장에서 2층에 있는 커플 카바나 사용했었는데 카바나끼리 붙어 있는데 중간에 커튼이나 이런 걸로 가려주었음
925,9,저희 놀 때는 양 옆에 사람 없었지만 다른 사람들이 있었다면 너무 근접해서 부담스럽고 프라이빗한 느낌을 못 받아서 불편했을 것 같습니다
926,6,욕조가 커 아기 씻기기 좋고 침대가 편했어요
926,0,저녁부페가 너무 번잡하고 빵 종류가 부족
927,1,객실 청결함과 시 내 투어하기 좋은 장소였던 것 같읍니다
927,1,주말이라 사람이 너무 붐볐지만 다른 호텔도 마찬가지 였을 것이다
927,3,주차가 힘들지만 발렛을 맡기면 된다
928,12,자쿠지 이용이 맘에 들었으며 객실 업그레이드 된 부분으로 인해 가성비 대비 만족감을 얻었습니다
928,15,실내 수영장은 너무 좁아요
929,13,서울지역 위치가 좋았어요
929,12,위생상태도 꺠끗하고 가격 대비 좋았던 것 같아요
929,1,차 없이 호텔 왔다 갔다
929,4,인도가 제대로 마련 돼 있으면 좋겠어요
930,9,깨끗한 서비스 정도 와 와 연결하는 게 거의 불가능 덕분에 큰 티비를 이용하지 못함
931,7,라운지가 매우 만족스러웠습니다룸 침구가 생각보다 조금 꺼끌거리는 느낌이었어요
932,8,눈에 보이는 먼지가 날아 다녔는데 그래도 괜찮았어요 ㅎㅎ
933,0,신선하고 골 고른 음식에 정성이 더해 좋았습니다
933,14,생각보다 사용자가 많아서 쾌 적람은 덜하였지만 직원 분들의 친절함에 감동이었습니다 고맙습니다
933,13,서울역 셔틀을
934,9,일반적인 느낌 사람 너무 많고 객실 낡고 가격 너무 비싸고 이 제 시그니엘에 비해서 메리트가 별로 없음
934,14,직원들 서비스가 좋아서 그나마 마음이 풀림
935,14,모두들 친절하고 대접 받은 느낌이었어요
935,5,너무 좋은 여행이었습니다
935,0,음식이 너무 느끼해요 ㅠㅠ
935,0,외국에서 먹을 때도 이 정도 느끼하지 않은 듯 ㅠㅠ 퀄은 좋았지만 넘 느끼해요
936,9,이그제큐티브 라운지 굿굿 옷장 윗선반 먼지구덩이
937,2,잠자리도 편했고 아침 식사는 맛있었습니다 가성비 하락 그냥 생각보다 요청사항 전달이 한 번이 되지 않았음
937,5,연휴라서 아무래도 바쁘셨을 테니 이 해는 하지만은
938,7,고급스럽고 깔끔 인생 최악의 더러운 침구 시트를 경험했어요
939,5,노노 결혼기념일 기념 17 18 1박하였습니다
939,2,처음에 배정 받았던 방 2013호 배수구 물 빠짐리 전혀 안 되서 발목까지 물이 찬 채로 씻어야 했어서 자정경 방을 옮겼습니다
939,8,이동한 방은 욕조 청결 상태가 안 좋더군 요 머리카락 두가닥 이물질이 묻어 있었습니다
939,5,첫 번째 결혼 기념일 기념 방문했었는데 너무 불쾌하네요
939,15,체육관 운동복도 대여시 다시 리턴해야 한다는 걸 미리 알 려주셨음 좋았을 텐데 사전 고지 안 해주셔서 두 번 왔다갔다 해야 했고 호텔에 몇 번 묵어봤긴 했으나 이 번처럼 여러 상황이 안 좋았던 건 차음입니다
939,1,밖은 공사라 어 수선 했고 주차장과 리셉션까지는 너무 멀었고 특급호텔의 명성에 맞지 않는 상황이 너무 많았네요
940,6,침구류가 마음에 들었어요
940,14,직원 서비스
941,12,전반적으로 좋았습니다
941,1,워낙 유명한 호텔이 고 제가 금토일에 투숙 했어서 그런지 사람이 정말 많았습니다ㅠㅠ 여유로움 보다는 북 적임을 느꼈습니다
941,5,기회가 된다면 평일에 방문 해보고 싶습니다
942,15,룸 컨디션 사우나 시설 실내 수영장 아동이 못 들어가는 거 사전에 공지 못 받음 수영장 이용 못하고 와서 수영 때문은 다신 안 갈 듯
943,6,침대가 좋음
943,8,체크인 한 방에서 들어가자마자 세면대에 털을 발견해서 방 바꿔주셨는데 바꾼 방 쇼파에서는 누가 떼어 놓은 대일 밴드를 발견했어요
943,12,5성급 호텔인데 청결상태에 좀 의심이 들더라고요
944,9,굿굿 방안 와인잔이 플라스틱이라 개선했으면 좋겠고 갈수록 방음은 문제가 되는 것 같아요
945,7,신라호텔만의 정갈함과 포근함이 좋았습니다
945,9,로비의 조합체 140526 작품이 인상 깊습니다
945,2,체 그인 꽝이었고 융통성도 없었습니다
945,2,객실 전 등이 안 꺼져 새벽에 직윈 불러 갈았는데 체크아웃 때 미안 했다는 말 한마디 없더군요
946,7,방이 편안하고 부대시설이 좋은 편입니다
946,11,출입구 센서 등이 고장 나서 새벽에 직원을 다 불렀습니다
946,1,수많은 호텔을 가봤지만 처음
946,2,잠을 설쳐서 고생했는데 체크아웃 때 사과 하나가 없는 건 불쾌했습니다
946,5,특가 예약이 이니었다면 돈이 너무 마까웠을 듯하네요
947,1,김정윤이라는 내 이름이 김정일과 비슷한 게 그렇게 재밌는 농담거리였나 봅니다
947,2,투숙객 이름으로 고등학생도 안 할 법한 장난질을 한 것도 모자라 증거인멸도 안 했네요
947,2,장난이든 실수든 이게 신라호텔 수준에 맞는 해프닝인가요
947,2,투숙 당일 따지며 얼굴 붉혀봤자 얻는 것도 없고 더 기분만 나빠질 것 같아 리뷰로 남깁니다
947,5,2020 크리스마스 트리 패키지 준비한 스탭 분들 관리 좀 똑바로 해주시길 이것 외엔 당연히 좋았어요
948,8,자잘자잘하게 아껴가며 고생하는 것보다 크게 쓰고 편히 쉬며 놀자 싶으면 한번쯤은 꼭 와 봐야 한다고 생각합니다
948,1,특급호텔이 왜 특급이 붙는지 잘 알겠더라구요
948,12,서비스도 좋고 룸 컨디션도 최상이고 여러모로 감탄했습니다
948,5,요번엔 친구랑 갔는데 다음에는 혼자 재방문 해보려구요
948,5,예약하실 땐 이그제큐티브룸을 추천드립니다
948,0,먹고 마시고 뒹굴고 정말 호캉스 즐기기 가장 좋은 플랜을 짤 수 있습니다
949,5,이그제큐티브 룸에서 숙박했어요
949,2,코로나 19 발생을 예방하고자 노력하시는 점이 곳곳에서 보였어요
949,2,파크뷰 이용할 때에도 체온 체크 마스크 착용하도록 안내해주셔서 마음이 놓였어요
949,1,다른 호텔들에 비해 숙박객 당 직원 수가 많은 편 같았어요
949,14,덕분에 직원 분들이 제가 굳이 먼저 말하지 않아도 필요한 것을 지체 없이 찾아 제공해주시는 훌륭한 서비스를 경험할 수 있었습 니다
949,0,이그제큐티브 라운지 구성도 만족스러웠구요
949,16,다만 객실 샤워 부스 배수에 문제가 있어서 불편했어요
949,14,하지만 담당 지배인님께서 해결해주시고 자 노력하시는 모습에 마음에 마음이 나아졌어요
949,14,룸 컨디션 이그제큐티브 구성도 마음에 들었지만 무엇보다 숙박 기간을 행복하게 만들어준 것은 신라호텔 직원 분들의 따뜻한 서비스 덕분이었습니다
949,2,말씀해 주신 대로 곧 또 방 문할게요
950,7,숙소가 너무 깔끔하고 예뻐서 편안한 휴식을 취할 수 있었습니다
950,2,하룻 동안 잘 머물다갑니다
950,5,다음에 오게 된다면 한 번 더 오고 싶은 그런 호텔입니다
951,5,2020년 3월 10일부터 12일까지 2박3일 동안 집 사람과 함께 휴가를 보냈습니다
951,5,어 수선한 시국에 해외여행과 제주도까지 취소된 마당에 서울 시내에서 가장 벨류 높은 휴식을 취하고자 선택한 신라호텔인데 역시 만족할 만한 선택이었습니다
951,15,첫 1박은 이그제크티브 라운지를 이용했는데 비가 조금씩 내리던 오후에 딱 맞는 아늑한 분위기와 도심임에도 탁 트인 뷰 종류는 많지 않지만 하나 하나 버릴 것 없이 완벽했던 애프터눈 티세트는 정말 감동이었습니다
951,14,물론 직원 분들의 응대도 훌륭했구요
951,0,이튿날 아침은 라운지가 아니라 더파크뷰로 안내되어서 2일 모두 파크뷰 조식을 이용하게 되었는데 정말 지금까지 경험해본 조식들 중 최고라 단언할 수 있습니다
951,0,명 불허 전의 비에 누아주리 부터 계절에 맞춰 직접 반죽하여 내놓는 아기자기한 딤섬들까지 무엇 하나 아쉬울 게 없는 음식들이었고 2일 동안에도 겹치는 메뉴 없이 먹을 수 있도록 매일매일 변경되는 점도 훌륭했습니다
951,2,특히 저희 부부 얼굴을 기억해 주시고 2일간 어시스트 해주신 이효진 성함이 확실치 않습니다
951,2,매니져분 너무 감사하다는 말씀 남기고 싶네요
951,5,다음에도 무조건 재방문입니다
952,9,휘트니스를 구경하러 가던 중 잘 알지도 못하는 다른 사용자에게 이유 없이 기분 나쁜 소리를 듣게 되었습니다
952,2,나름대로 적지 않은 비용으로 기 분 좋게 호캉스를 왔다가 기분이 너무 상해서 여행을 망칠 뻔 하였습니다
952,2,그러던 와중에 휘트니스 쪽 프론트 김은영님께서 저희들의 이야기를 귀담아 들어주시고 문제를 해결해 주신 후 맨발로 사우나까지 찾아오셔서 피드백을 주셨습니다 한 시간 연장도 해주셔서 여유롭게 마무리하고 나갔습니다
952,5,자칫하면 엉망이 될 뻔한 여행이었는데 은 영님 덕에 기 분 좋게 마무리할 수 있었습니다
952,2,무엇보다도 고객의 말 한마디 한마디에 귀를 기울여 주시고 즉각 해결해 주시려는 노력에 감동 받았습니다
952,1,역시 우리나라 최고의 호텔인 만큼 친절도가 높았습니다
953,5,연말 가족 모임 식사로 신라호텔 더 파큐뷰 방문 성인 6명 아기 1명으로 예약하였으며 자리는 조용한 곳으며 예약해 주셨습니다
953,0,음식은 전체적으로 만족스러웠으나 기억에 남는 음식은 없는 것 같네요
